collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,14351598.094682833,29837867.563825272,True,4238.0,1446863,5885933,780800,569939,7243844,32935278,0,2040662.8766395145,5240131,2441415,0,3075471,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,12974528.925623827,18481755.266878203,True,,1933878,0,1271043,1312887,4847545,31141639,3101428,3062100.7084646528,0,0,0,0,0,1873334,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,25941508.686206162,76885634.40509407,True,9235.0,569160,4976411,1061006,1339132,0,18599893,1958972,1647722.44545659,0,0,2174500,3065547,0,4023650,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,6109216.02265951,9950411.419756,True,6867.0,1224434,9309074,832899,873609,0,33576629,1575045,2249325.5042627756,0,1857240,4986340,2267774,0,666469,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,11252173.44514392,28216583.855635654,True,1344.0,1088708,0,1207108,460135,7414240,9116128,0,606009.3082221545,6841398,0,4744672,607405,2395660,1563073,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,6436169.890687077,4264362.718672083,True,7729.0,1848345,0,1297536,1096536,0,13930562,4790231,1277768.5834625373,0,1914481,2326385,3407775,0,2628347,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,29615353.25463926,27316680.936146434,True,6997.0,1135969,8471842,1248953,598203,2591883,5104981,0,440962.76157304173,0,0,0,416254,0,1339796,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,676284.588842704,1442384.5455564088,True,1798.0,302010,5859026,1347025,656367,8714957,7582550,4504399,608732.6759855903,0,0,0,3286882,0,1011435,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 163 m2 DKI Jakarta,Baru,4186971157.0,4512231808.318623,True,8951.0,1940861,0,771696,1292082,2334113,28615125,0,2741196.9237364223,0,4126176,0,3852669,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,19041316.486981586,46620204.371174425,True,,539174,0,921583,1357679,0,31846779,0,2960430.877653811,0,0,0,2234707,3603375,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,7860269.893219884,5450398.446942811,True,7169.0,732604,7332933,1288943,520629,3551920,7994963,4230402,562766.0459604097,0,0,4260820,4796755,0,3278552,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 87 m2 Gresik,Bekas,611724580.0,443320153.08442366,True,6281.0,1145522,0,1497744,1103163,0,22214634,4208764,2185887.6598995696,5946696,3765447,4221262,0,862865,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 205 m2 Depok Barat,Baru,951233283.0,1538119876.7667484,True,5860.0,316625,0,839650,1296697,8565876,19370799,0,1233039.9817218273,0,0,0,0,1162590,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4729 m2 pedesaan Depok Barat,,26830303072.0,16638206601.18076,True,2667.0,1971374,9747656,956884,792352,5093689,24737274,0,1654234.3545261112,0,0,3723477,1447596,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,5774908.780001473,6065172.473646397,True,5362.0,221616,5790226,775047,937146,5207569,9153608,0,539638.6211811834,17508755,2995979,0,1628670,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,27392416.425638415,78643123.88235942,True,5591.0,911938,8246632,916488,636418,9179017,24469193,0,1897153.4265156332,0,0,3963364,0,0,1241069,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,16748472.133825341,16788024.022114884,True,9356.0,854736,0,1440094,520876,4704421,12890670,1150920,765583.3987131758,0,0,4171680,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 292 m2 Surabaya,Bekas,1255582714.0,778894960.2540509,True,8518.0,1642642,5819307,914847,729448,7800224,29969418,0,2373278.4203541465,15251893,0,2350115,0,0,1463052,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,7466757.307038786,20036853.512968756,True,8989.0,1042477,1132519,1110574,996453,0,33998698,0,1888873.350423482,15824014,0,0,3939166,4403263,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23311053.247970656,14828307.445510726,True,4469.0,1147846,1316762,946604,515232,4448585,9601302,2190702,518772.1246354066,17601963,4595108,0,0,3339233,4862217,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Bekas,34834994.13388968,100246356.84081014,True,2558.0,794921,2859815,876548,500867,0,31387678,0,1738722.115625561,0,0,2123643,4842145,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara 1 karat dengan emas putih 18 karat,,27663939.71464336,53585740.26559593,True,,803059,3079698,1372248,1232938,7537772,6260853,0,424436.1774629848,3703556,385209,3324394,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 63 m2 Sidoarjo,Bekas,547407988.0,1182742138.074303,True,9938.0,1513633,6118957,1462633,875915,0,26830774,0,2343811.908234013,15718476,0,4281379,3616691,4176611,1329220,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 103 m2 Bandung,Baru,1791349802.0,2450326547.5922356,True,9530.0,493419,0,897619,1414572,6449234,31000894,2569177,2839951.397102522,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,18895163.29606953,40855256.04134179,True,9917.0,549232,6609509,1106353,836955,7940004,30543998,2212725,1704492.3271722153,10928635,0,0,3254442,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,14270011.958853934,18604165.568311,True,8204.0,1497771,0,1186276,1062595,8246860,17722747,2467791,1213566.8696615978,0,0,721570,0,3333843,3781640,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,13127411.362123333,24694269.75039965,True,8057.0,657719,2147982,1361338,1116282,4373374,7574963,1882536,404910.481238825,0,0,1405525,1699722,4582830,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,9021757.378825061,26181649.44172763,True,5035.0,1473231,0,1330646,1113556,0,8910577,0,476024.3861106531,763878,0,0,3501949,0,2902673,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,28969649.570497796,71973884.41052142,True,8608.0,1158003,0,824688,600350,8043034,24046529,4622036,2372892.727768478,1193793,0,2001278,0,2243965,232630,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4137 m2 pedesaan Tangerang Selatan,,16899529164.0,29519575242.68531,True,6953.0,1425016,0,1141616,1049065,3945422,5269050,2927207,499873.5864750951,0,2567295,0,2747144,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,18805446.58676444,25854157.86737585,True,4493.0,1365160,0,860861,1459771,8246900,6437578,0,437270.56979254866,8834933,4431261,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,8960694.307745788,5777338.160939505,True,8788.0,747296,0,973201,1490620,0,26342723,3429898,2183804.1412327257,3412458,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Bekas,248239982.16190386,203036805.9497804,True,2624.0,1198489,642658,1252805,1476075,0,19720777,3215916,1330071.9565762647,376633,0,3136713,0,4198185,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Baru,228381206.82367158,312285931.80764127,True,7841.0,271657,2527703,1229520,873726,5867737,15659770,0,1099748.2947867254,0,0,3186997,0,0,355635,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang perak sterling dengan liontin mutiara dan berlian,,1059409.842649433,1988482.0443380475,True,8217.0,710805,2558826,1053502,580516,0,11570820,1097817,743706.7763782049,934268,1764155,2929399,0,0,1571723,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,1059409.842649433,2926543.845218254,False,7440.0,1177703,6327568,908794,477613,7307062,9805259,0,533511.6007142271,0,3601787,0,0,4536910,3119672,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 92 m2 Surabaya,Bekas,2728524762.0,5554901729.762018,True,,1181873,550717,1162515,406171,8074184,33690832,3991064,3291811.599877256,0,1201611,3838075,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas kuning 18 karat dengan berlian 0,5 karat",,14858883.725281095,19478515.42035055,True,2390.0,346434,0,1411972,1383573,0,33545414,0,2292687.2967664753,0,0,3820599,4877043,3257755,1806340,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,17176612.290214222,13337343.342851106,False,,778876,0,1177904,618865,0,32588591,1057105,1682118.2605403173,0,98739,1040251,0,2878105,4154501,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4857 m2 pinggiran kota Tangerang,,56092380747.0,142415654483.6577,True,3752.0,356564,5770097,1409795,1228780,2153563,20196140,0,1652285.699258008,0,573734,0,917934,0,4317029,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Baru,227439975.4609847,392956269.5660517,True,6481.0,1524505,7372362,943416,670293,0,14288419,1052958,1057548.3395517543,4767787,1513464,0,0,0,4170311,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14652393.83769935,25453886.088690355,True,9620.0,252679,630660,1052874,1487905,0,34364368,2760819,2865812.402287641,3554704,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,12329318.80195491,14254996.606283583,False,,259801,3583566,1103711,712656,0,31524093,2128933,3048898.5848131464,11845612,1719143,0,0,4408079,392976,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,29991477.59771519,75732346.45044613,True,2589.0,950244,6625358,756920,1410387,7649401,17515898,0,927224.3045911399,0,0,0,0,1624413,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1 gram,,29991477.59771519,76948871.47576576,True,1705.0,1411136,0,1189398,926270,0,21532182,0,1671947.6002476527,0,1412616,0,0,947460,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Baru,21876553.65460443,38334038.422534585,True,4079.0,1596399,586372,1113145,581446,0,15728715,3729529,816470.1091070791,0,1161145,0,0,4270688,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 14 karat,,4209330.832160607,11807233.81918869,True,6828.0,758590,4802652,1399892,1408517,8440598,16260473,3539168,1449268.5583287228,0,437045,3377223,0,3209282,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1798 m2 perkotaan Batam,,17614723714.0,29901777193.20082,True,9544.0,1791894,7630786,1202034,1450892,0,17122729,2227067,1043825.2554553848,18346638,3362775,1550180,2600650,0,3564430,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1147121.861682248,2255980.2449828973,True,7149.0,1718991,3139528,1048888,799453,0,23589270,0,1967395.912295027,6007392,1758667,465402,2051673,2993667,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23157023.010247007,45300421.649887905,True,8887.0,1298770,0,1072211,1291209,3778236,29084281,2257034,1906209.6620197075,10481259,0,1793696,681325,0,3476494,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,20415218.194028698,22681895.739308573,True,8425.0,716690,8813728,1159004,373912,0,29335763,2132716,2158331.195496886,10609400,0,0,4736699,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14663139.191216957,9370841.44565329,True,7621.0,1367039,7731057,1179660,1249631,0,15437011,0,1282038.8648765238,12625392,0,0,0,1949631,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 205 m2 Surabaya Barat,Baru,916729708.0,2554353799.9256153,True,1239.0,1719920,7759730,1320586,607322,0,8689072,0,615397.6068809665,0,0,3657068,0,4338249,3834403,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,16660841.287024248,25315594.124516673,True,2142.0,738394,2080306,1446248,494587,3759278,22794851,4535569,2261324.33491889,0,0,2099409,3331273,370420,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4296 m2 perkotaan DKI Jakarta,,126050538408.0,276996919591.05835,False,6837.0,1153509,8454513,1425219,571088,5996154,31497213,2594644,2359228.1540123494,0,0,0,3692376,4585970,4696831,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1366624373.8892255,3762067420.5448093,True,6644.0,1611721,0,940903,585133,0,33918673,0,3351087.116066195,872317,2538559,0,0,3519330,3081194,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,9579757362.647776,22196401814.43896,False,9031.0,1237129,7909934,1012527,1464635,9364175,15844087,4682386,1251413.287508232,0,0,0,2381567,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,25504154.671392888,25359284.705611818,True,3863.0,1661824,0,1060020,722443,3284579,29972157,0,2902433.8392872927,8903085,1767961,0,0,0,3964791,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,23889158.03278274,59715967.25320911,True,4993.0,1267437,5988634,1038313,945746,2016425,27596680,4230358,1740447.5401421823,18089478,0,0,3698621,2464793,2092565,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Bekas,39943498.8847065,81566579.24352011,False,7144.0,798382,8010144,1394299,1040056,5678793,17616654,2176319,1432913.1383562787,0,4431273,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,39943498.8847065,104384980.25354087,True,6330.0,485623,1458712,926004,897766,0,18240646,3155602,1289517.2541731289,0,0,2233183,0,2579608,726715,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 286 m2 Sidoarjo,Bekas,581689942.0,377236760.9005165,True,7168.0,698148,0,1087596,1172271,0,22231744,0,1844002.9944219966,1618155,2373004,2695297,3405164,2406071,375691,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1802 m2 pedesaan Sidoarjo,,10097899836.0,26527104291.530075,True,,1727742,6367135,760446,1440693,3063823,16787232,2925229,1392722.2171225809,2597469,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,29181199.98003578,61533909.35064538,True,,1187691,9998057,912164,608295,6269970,23135563,0,2157333.5184241384,10398689,0,4673795,0,4900205,4149140,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,28526468.823837474,39038960.25310896,True,3095.0,1934539,8427185,1047118,1358409,0,9429015,0,597374.665878421,8441183,1657107,2840355,3624970,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 126 m2 Medan Utara,Baru,1182141948.0,736381225.7855448,True,8658.0,1204721,7486140,818467,516316,8044792,33938407,0,1939842.134833862,2149491,0,0,749255,0,1406534,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Baru,10715798.990696838,18307708.821794957,True,4155.0,720558,0,1169040,943541,0,20703900,0,1649120.6317198242,16706523,4677285,2961501,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22370718.226722512,35942738.25855356,False,9923.0,1564730,0,1468892,957532,0,7505060,4860129,707278.5997152847,6444739,0,0,3822407,3938854,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,16273818.00463294,26461192.32673806,True,8827.0,1325253,8790838,1051400,944317,0,21299970,0,1936414.8467331799,14919773,0,0,0,3324592,2144178,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,14289591.61929746,17660582.605024774,True,5728.0,520156,0,1046326,524197,3681966,6351709,0,490055.4857367837,15569787,12896,4638167,2361536,0,4300243,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,28744343.39438608,True,1614.0,1323509,0,1399966,844622,0,21071061,0,1404975.7548394108,689174,0,2982236,0,4646010,3630953,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,11389573.551851738,16059771.09609232,True,1595.0,325614,0,1169409,844166,0,31375880,0,2199685.3526397697,18444538,0,343445,864104,0,325817,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
