collateral_name,Body,paint,glass,tire,mechine,transmission,suspension,brake,AC,audio,power window,power steering,airbag,ABS,EBD,ESP,seat,dashboard,doortrim,carpet,interior lights,stang,screen,frame,Remote control,accessories,contrast,clarity,refresh rate speed,strength,bass,treble,image color,video color,button,port,camera,operating system,processor,RAM,storage,battery,connectivity,lens,viewfinder,censor,feature,Detail,resolution,frame rate,stability,Keyboard,mouse,graphics card,webcam,mikrofon,speaker,strap,Connector,cable,total score,Score percentage,Info,collateral_market_price,collateral_appraisal
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Sangat Kurang,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,45,0.94,baru,38274255,35977799.699999996
Elektronik rumah,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,16,1.0,bekas,8291409,8291409.0
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Cukup,Baik,Baik,Sangat Kurang,Baik,Baik,Kurang,Baik,Baik,Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,40,0.83,baru,296905142,246431267.85999998
motor,Sangat Kurang,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,29,0.91,bekas,67020749,60988881.59
motor,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,36,1.0,bekas,93578004,93578004.0
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,17,0.85,bekas,9718503,8260727.55
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,12,1.0,baru,83242009,83242009.0
motor,Kurang,Baik,Baik,Kurang,Bukan kriteria,Baik,Sangat Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,25,0.78,baru,54255729,42319468.620000005
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,15,0.94,baru,40655762,38216416.28
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,52,1.0,bekas,8440729,8440729.0
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,17,0.85,baru,57802057,49131748.449999996
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Cukup,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,47,0.98,bekas,8513659,8343385.82
motor,Sangat Kurang,Baik,Baik,Kurang,Sangat Kurang,Kurang,Baik,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,23,0.64,baru,313487704,200632130.56
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,56,0.93,bekas,72718582,67628281.26
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Cukup,Sangat Kurang,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,33,0.82,bekas,6069268,4976799.76
mobil,Kurang,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Baik,Baik,Kurang,Baik,Cukup,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,75,0.94,bekas,432059041,406135498.53999996
motor,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,36,1.0,baru,419051906,419051906.0
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,20,1.0,bekas,8000825,8000825.0
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Cukup,Bukan kriteria,Bukan kriteria,Baik,Kurang,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,41,0.93,baru,48325946,44943129.78
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Cukup,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,51,0.98,bekas,56516490,55386160.199999996
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,48,0.92,baru,45183164,41568510.88
motor,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,36,1.0,baru,420038954,420038954.0
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Kurang,Baik,Cukup,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,45,0.94,bekas,8738250,8213954.999999999
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,53,0.88,baru,440582940,387712987.2
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,12,1.0,bekas,8190795,8190795.0
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Sangat Kurang,Baik,Bukan kriteria,Baik,Sangat Kurang,Baik,Baik,Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,40,0.83,bekas,9363378,7771603.739999999
